uid,nuid
272338979,168
999124148,169
860767632,170
392660909,171
44337500,172
826332877457481728,173
112040405,174
165689577,175
368143790,176
121639467,177
26724109,178
22562629,179
214697790,180
252976488,181
1258115078,182
763410460712374272,183
124945481,184
46020276,185
764717481986367488,186
26959292,187
9609632,188
142957691,189
837156932771176448,190
1195051945,191
1194747362,192
56054890,193
197559970,194
890576568501719040,195
38548256,196
763425079191412737,197
69004648,198
150396918,199
3744250814,200
159405692,201
702539580738838528,202
790355244697784321,203
437712912,204
560617522,205
2569854282,206
297626306,207
1498326793,208
1416693032,209
805315321921818624,210
634796515,211
907844574512652288,212
822060714080636931,213
546725280,214
200276058,215
555869004,216
3947889264,217
26192899,218
23688549,219
278345254,220
2414013067,221
246301856,222
3267638420,223
1024420969,224
15523288,225
17331252,226
45767487,227
371162821,228
93295809,229
63313308,230
49808343,231
29610999,232
60448583,233
872021613385994240,234
213414123,235
33115202,236
4286365994,237
549572614,238
18302992,239
700914356372910082,240
16589235,241
28330938,242
40133958,243
230879738,244
312358635,245
972385555,246
536068379,247
164563880,248
2181188602,249
1248480830,250
526392069,251
1146491389,252
148114944,253
252480216,254
354700692,255
376062604,256
166438381,257
2707158816,258
779947624572985344,259
36610616,260
3138439598,261
541331171,262
2882858779,263
2898089192,264
2768501,265
26516426,266
248258521,267
2240766774,268
919648226126581760,269
1634885394,270
148634930,271
3748026912,272
716914412,273
263477038,274
40985167,275
360418291,276
28897421,277
325327587,278
821918805274177536,279
39677805,280
2493713760,281
68280920,282
51674626,283
57864853,284
227195141,285
370531404,286
868833403973509121,287
1925835252,288
163391628,289
53868975,290
133160634,291
2202505290,292
22447136,293
461713429,294
2279958901,295
163680107,296
57804196,297
56934476,298
4745210575,299
237612784,300
19050000,301
57314631,302
766873744518242304,303
872425891892142081,304
216338432,305
1036843507,306
799000837141843969,307
426396092,308
857547042,309
784064981427974144,310
22735611,311
28803148,312
326594191,313
338707356,314
385437296,315
374338996,316
2902996061,317
3294006048,318
512453851,319
463316611,320
926941487417430016,321
546757200,322
1649067930,323
330895079,324
66947279,325
411786574,326
901108490,327
143900943,328
395514224,329
23545675,330
3109350722,331
913359970690768896,332
3306403388,333
3236598390,334
58974496,335
35593005,336
873728022985154564,337
1078558333,338
31655596,339
243882040,340
741684973,341
1549362066,342
38639934,343
229376260,344
824874324213391361,345
40399320,346
797429353,347
717409249,348
1490221554,349
1343733738,350
39715077,351
2785179320,352
368244653,353
282549624,354
200121182,355
1023460927,356
71458936,357
224978112,358
2344478803,359
593274131,360
3221163518,361
873052365418516481,362
38610154,363
113193393,364
25887412,365
398230757,366
146408390,367
2283049465,368
767960979489460225,369
2768767267,370
490221177,371
821848616704806913,372
138294089,373
21055261,374
902078248955256832,375
23181372,376
35399440,377
1491866586,378
1177420700,379
3271674936,380
2818810598,381
2241205392,382
15250661,383
1035886028,384
1859495642,385
2315077027,386
981648751,387
16093222,388
856039976,389
19243536,390
169879506,391
316756778,392
73318876,393
823416009763627008,394
313899143,395
41060589,396
496606013,397
19178024,398
3027441836,399
227624560,400
867779838924341249,401
916901603671715840,402
256478435,403
97402474,404
763678460694986752,405
88890364,406
388482259,407
2231897731,408
88295399,409
246875060,410
3271409929,411
286604009,412
2964050325,413
15511612,414
3031282731,415
279797110,416
860954798,417
140421021,418
375990418,419
107700295,420
13586022,421
4580989092,422
110657384,423
2931751386,424
104544412,425
3354476293,426
15294641,427
29198219,428
63362429,429
18929201,430
4532748434,431
42177568,432
92908293,433
26160313,434
828558410975096832,435
176395008,436
173629507,437
316364374,438
406119223,439
2958324398,440
156464691,441
1365722599,442
174870384,443
2890388616,444
216575584,445
26417909,446
1960878613,447
156187141,448
148971785,449
3184824205,450
707840822348222464,451
25110386,452
163372894,453
52993425,454
286115570,455
56870353,456
9563382,457
26185970,458
260677385,459
727678062918180864,460
583530167,461
887498960,462
899798038218063872,463
262502830,464
207092182,465
162977306,466
209543705,467
479481175,468
195505987,469
248182576,470
221561591,471
20719984,472
1652765281,473
3105692317,474
135751369,475
870769769053421569,476
198623237,477
3843176999,478
71412612,479
901343462812930050,480
704610159092305920,481
17741758,482
467951741,483
15776455,484
3017913958,485
3266928974,486
3289003559,487
1069697016,488
151911639,489
23728507,490
2189268012,491
212555806,492
2576461,493
275388095,494
1523549617,495
1073483250,496
14358822,497
768362756353339392,498
255807625,499
16675569,500
115998187,501
469180366,502
2241586784,503
380764973,504
465936656,505
927305388696805376,506
2303817488,507
989792294,508
1455664454,509
2349218874,510
24655308,511
39409181,512
19642191,513
133008763,514
26218981,515
833495814441881601,516
908866553046736896,517
333876132,518
726645490507386880,519
57835823,520
227936450,521
371068152,522
43474111,523
300547277,524
53248970,525
8619542,526
903452853162786816,527
1483590150,528
1017123967,529
39199129,530
3032702545,531
886092363801567234,532
74382140,533
4303221,534
19476729,535
747725118500020224,536
165626652,537
332638465,538
49173205,539
2529460022,540
3120145158,541
53791213,542
2382700741,543
806110639601176576,544
293317300,545
2642102178,546
36589385,547
9235982,548
43271796,549
817744731388178433,550
152891927,551
86810540,552
1417415106,553
284367486,554
27961673,555
41163680,556
92626817,557
2790545412,558
731266728,559
100258014,560
3085191082,561
1431555540,562
69730044,563
161649239,564
543522432,565
380349366,566
2530123916,567
771577052323389443,568
599369492,569
3843639565,570
92142189,571
19178668,572
181055287,573
3439278935,574
3007815702,575
376551482,576
908203511170531329,577
557344637,578
395570063,579
723116730352984065,580
300678045,581
15088555,582
86889085,583
80759974,584
456442992,585
508007709,586
16884295,587
390514094,588
947033640,589
2787826921,590
877572775,591
554331348,592
877656023636389893,593
2537642012,594
306610471,595
555859738,596
321320829,597
3369686566,598
2913162242,599
1240176822,600
3035472579,601
964163418,602
355525834,603
36030176,604
2685926647,605
426065219,606
175238215,607
113590601,608
97424387,609
839946649409486849,610
21638018,611
776457541261885440,612
2908699057,613
55131390,614
202224305,615
2311140595,616
733893606,617
554402548,618
1023979585,619
921960170,620
3168398228,621
622624821,622
881397591811825664,623
306085186,624
337535309,625
280375027,626
422017060,627
759929863822192640,628
4034803644,629
800116459544264704,630
1644849428,631
2458090176,632
3033639388,633
2960009571,634
2810050196,635
2603186736,636
2603224578,637
3035880765,638
610752712,639
587439348,640
1228840274,641
3060709579,642
240489651,643
106878278,644
323039444,645
17088240,646
396926245,647
232109675,648
2374260762,649
772949252729208832,650
27138454,651
35992483,652
773006067944951808,653
336331257,654
306075581,655
2312673883,656
889477902579912705,657
24110511,658
232726025,659
716171074904260608,660
71952630,661
711757638,662
787468806,663
426570787,664
109452988,665
22120918,666
988156549,667
20832884,668
55494142,669
85508831,670
304153247,671
1654401169,672
293284272,673
869865122705031172,674
17111029,675
54813644,676
177851426,677
758019904742174720,678
16213339,679
406916685,680
1200265776,681
2814696996,682
624482280,683
3064723857,684
23161275,685
35691189,686
2855620430,687
74092625,688
252504525,689
47239788,690
1038235795,691
899277454669381633,692
2813209945,693
890210206587551745,694
2497816482,695
147924729,696
36580509,697
523001226,698
892574748332261376,699
178662965,700
1644178051,701
289273038,702
11588002,703
627640928,704
25297301,705
561810350,706
233741865,707
24613206,708
925965659170799616,709
125486974,710
61183916,711
1918976136,712
33525847,713
3323084130,714
910040329,715
107432899,716
115267792,717
1209040513,718
18713317,719
599099960,720
72214721,721
751580838647599108,722
3065563945,723
791139155220787200,724
1404087277,725
3246682531,726
499113155,727
608074792,728
1492044919,729
32555634,730
397811354,731
22090216,732
9609372,733
14301074,734
61103567,735
150158071,736
9609622,737
2699992597,738
589041083,739
3740507773,740
3250060590,741
594956053,742
2681647628,743
795194786349056000,744
2471399689,745
2423486102,746
22858302,747
586138753,748
2611093651,749
516209213,750
4149277337,751
64569520,752
136946555,753
46053229,754
732808426212986882,755
520223839,756
36916050,757
287061679,758
44621108,759
604340424,760
4375032435,761
284492855,762
54479415,763
19683792,764
524471786,765
727627037427392512,766
91924901,767
3251288414,768
745123039298232321,769
3388753100,770
2899966918,771
306077167,772
25382122,773
819784348199071745,774
925340368299753478,775
17332980,776
2292365760,777
164690526,778
2384536256,779
299032248,780
1451052606,781
22150544,782
218236795,783
703028694311260160,784
4602459794,785
901561766,786
300963458,787
3233195874,788
624742206,789
34699811,790
39255936,791
87867337,792
23135407,793
619609970,794
807213338,795
554810355,796
727956007,797
29694441,798
56294510,799
349004622,800
111556877,801
112291162,802
567037401,803
557247834,804
69914359,805
35342611,806
479124929,807
154120138,808
101619083,809
994594957,810
820866239031492608,811
1695505166,812
367279068,813
2646288642,814
17805878,815
2534042540,816
3028105760,817
2553612174,818
4656735007,819
278359239,820
45054066,821
1565642024,822
2992671032,823
125700508,824
234951773,825
394662979,826
212122380,827
329754838,828
4318080619,829
313011290,830
4308742759,831
802680164463230976,832
1008782282,833
485497413,834
281916377,835
6615142,836
196053757,837
2173508552,838
1942646706,839
618536860,840
129805651,841
1575285372,842
1899124170,843
109535426,844
31300033,845
389530474,846
156508544,847
467981668,848
15577108,849
162348536,850
528899426,851
1607922168,852
3029942097,853
4554199518,854
2194919550,855
702624408,856
277900216,857
3184205600,858
51902476,859
3009043518,860
579774943,861
79415511,862
22111680,863
20494945,864
21495844,865
9560992,866
10070162,867
853941674828890112,868
258256328,869
322112845,870
370518890,871
3011775631,872
3088105489,873
499694976,874
242668238,875
110864865,876
1566751266,877
2323102484,878
792614742141448192,879
946051921,880
457724262,881
233260865,882
578421655,883
395772692,884
501464548,885
781872096,886
27607301,887
344786265,888
868494434,889
803427129081761792,890
2573938082,891
2934387631,892
92755722,893
85046742,894
398520913,895
2304155569,896
38392608,897
244453406,898
491477080,899
2914428733,900
293142083,901
89000906,902
15641984,903
2547739424,904
947495665,905
1173722275,906
701350768385794048,907
2381478566,908
52826577,909
70223230,910
56993155,911
227077643,912
2584208478,913
768055040070168577,914
293007241,915
132868827,916
745935099070451715,917
851528558719651840,918
2572647895,919
553461299,920
425320703,921
107659822,922
756768586786635776,923
37662816,924
233587813,925
795173117647724544,926
721299633935425536,927
774935583353438208,928
182663887,929
934246032,930
1320230766,931
1951619215,932
2376894708,933
734710859608399872,934
15186555,935
2925562002,936
2782541478,937
2383112010,938
258004980,939
191777364,940
187836067,941
729086891337768960,942
2697913410,943
29437532,944
109921005,945
3049283884,946
595057599,947
139698825,948
238118400,949
625142273,950
49934195,951
36457488,952
272901417,953
883587712925798405,954
573697839,955
4854882736,956
606224766,957
845400649403555840,958
377910032,959
16140985,960
373149557,961
898700549750743040,962
953695980,963
1382305476,964
14589909,965
43162831,966
723757332,967
90417811,968
841000698603016193,969
277658474,970
110692225,971
727827449342533632,972
2908859196,973
130012095,974
4835103652,975
3020040592,976
2855203795,977
3804576676,978
61114269,979
303181631,980
2795701007,981
554986122,982
919623912,983
1316325566,984
4330090349,985
2171487918,986
99646859,987
1093638847,988
759204738609152000,989
1618760294,990
970653379,991
276117766,992
69420476,993
1403598307,994
577020652,995
2812919877,996
20993036,997
895251323368558592,998
32201814,999
16463397,1000
3177524943,1001
1383144660,1002
61028779,1003
16094885,1004
1259161086,1005
23879043,1006
749740268333568000,1007
21518886,1008
878906676690038784,1009
1348299643,1010
19725929,1011
404508332,1012
361007526,1013
66143318,1014
96726172,1015
757091097239625728,1016
1536423937,1017
3321274191,1018
214770574,1019
2727702626,1020
631626050,1021
364214564,1022
17125730,1023
214430881,1024
164222579,1025
347076450,1026
747434023,1027
1668194960,1028
27175242,1029
341830660,1030
29322373,1031
106155040,1032
400495760,1033
20756964,1034
260041830,1035
439337562,1036
262500029,1037
3435118234,1038
4194029158,1039
792963458379767808,1040
3259121074,1041
3259142597,1042
857707212415881216,1043
793577311,1044
54143306,1045
799558888773152768,1046
2792175643,1047
820431428835885059,1048
2955494208,1049
809887400428183553,1050
9609582,1051
706111979992305664,1052
421644312,1053
241002309,1054
909035480204943360,1055
415870071,1056
25482600,1057
3298674546,1058
3190556852,1059
23375821,1060
283752318,1061
1684100930,1062
566131396,1063
3167484837,1064
215397946,1065
3404906547,1066
46801142,1067
821813925234835456,1068
703252071059947520,1069
3392497570,1070
888919947421798400,1071
1100007859,1072
382017571,1073
4242160462,1074
803777835626180608,1075
105459936,1076
4560120743,1077
269059493,1078
523008615,1079
2549616986,1080
408566669,1081
599262029,1082
58769515,1083
6821922,1084
234611973,1085
53303554,1086
790409059455209473,1087
2884488648,1088
39189226,1089
2377350979,1090
258549970,1091
597960110,1092
238412677,1093
3233278872,1094
2364846577,1095
396224478,1096
535349247,1097
893825913019920384,1098
546813174,1099
2349783404,1100
890456118933291008,1101
23272027,1102
28690225,1103
1409587910,1104
892026464811585539,1105
29971505,1106
913353069227921409,1107
226527580,1108
2291820386,1109
18441335,1110
2266925107,1111
17887403,1112
167234557,1113
4839105429,1114
606177598,1115
1343292967,1116
44529872,1117
1242443736,1118
3686036533,1119
75601567,1120
832415039252344832,1121
563180780,1122
140315951,1123
803391058411331584,1124
22469584,1125
2716844665,1126
345790978,1127
835610290439872514,1128
866161860021702656,1129
572917651,1130
2290889455,1131
189880848,1132
175339579,1133
402454021,1134
263642407,1135
185614627,1136
590710376,1137
1059787201,1138
7632982,1139
2415264138,1140
914424433565089792,1141
2395494938,1142
4723021392,1143
3270785798,1144
834169495,1145
2547964104,1146
1165654760,1147
2730594234,1148
782435308591681536,1149
788191976,1150
2386229700,1151
854876467204956161,1152
3277894616,1153
22705952,1154
2826768270,1155
15339488,1156
37113144,1157
2656433737,1158
425941023,1159
22906827,1160
610693912,1161
420212962,1162
168491473,1163
862241977630208000,1164
388708143,1165
3236759900,1166
17716637,1167
227186327,1168
142158326,1169
223293178,1170
1946156508,1171
129154489,1172
172279923,1173
3129176821,1174
2866382556,1175
3135877909,1176
1866277219,1177
39191308,1178
250067178,1179
32172130,1180
7058852,1181
1849784238,1182
807445517617623040,1183
27408741,1184
4896578304,1185
20196444,1186
99401827,1187
25253808,1188
160156213,1189
3192591642,1190
24471892,1191
60894045,1192
744139627,1193
46375707,1194
311856115,1195
419209167,1196
844075457381257216,1197
470803090,1198
4607024296,1199
886810299466174464,1200
136178955,1201
961759123,1202
888234986,1203
154428775,1204
45752029,1205
79151924,1206
202075000,1207
3041940054,1208
201204875,1209
221769011,1210
778446050830934016,1211
17572822,1212
14255952,1213
106262858,1214
44849350,1215
425986340,1216
1007908321,1217
1869635137,1218
3007333878,1219
41298522,1220
358692837,1221
47616192,1222
412037761,1223
2608740770,1224
2681473189,1225
1570751197,1226
2922256560,1227
115027909,1228
2171785590,1229
2894373385,1230
4847150713,1231
1141308715,1232
777827164548898816,1233
1634512056,1234
296308749,1235
497750790,1236
3290575970,1237
3244940689,1238
238473084,1239
555733370,1240
2402502044,1241
2464385258,1242
17461964,1243
19827010,1244
6782812,1245
283639566,1246
36623448,1247
902606389,1248
139865567,1249
816570946618167296,1250
15486485,1251
792818366,1252
475337813,1253
123190171,1254
4121381232,1255
3008361326,1256
226857183,1257
198296897,1258
919012240652689408,1259
80543588,1260
71106714,1261
3183642870,1262
805216730679156736,1263
3413469565,1264
156092298,1265
1255417598,1266
901815800604000256,1267
973760892,1268
2985110557,1269
1967884675,1270
825568519374790656,1271
3123109778,1272
7005172,1273
41085318,1274
510070699,1275
334493916,1276
3277919846,1277
213379405,1278
3316811522,1279
423114553,1280
16278101,1281
51378153,1282
47256341,1283
707114880285806593,1284
267695291,1285
221884289,1286
604512025,1287
218137030,1288
269581619,1289
504266819,1290
2633835446,1291
48843089,1292
122292134,1293
908724854815309824,1294
749348284401987585,1295
707401741327663104,1296
75210517,1297
838350251169701888,1298
213244238,1299
61183125,1300
173400131,1301
1695568933,1302
43056399,1303
457437029,1304
2612683914,1305
2713839715,1306
1376183534,1307
189362939,1308
301973752,1309
26189696,1310
197992947,1311
23814817,1312
1221089048,1313
2904113719,1314
808815304382021632,1315
22306310,1316
326545518,1317
250858116,1318
20724173,1319
808647421,1320
2457828181,1321
34615326,1322
3011219540,1323
395006101,1324
924745282310434816,1325
466182428,1326
714985550,1327
4673193372,1328
31656431,1329
888973476802867201,1330
519559750,1331
2333129299,1332
44096053,1333
298421861,1334
536980961,1335
602458354,1336
88547503,1337
524526508,1338
2347826635,1339
28262106,1340
34642118,1341
1315921093,1342
79067188,1343
345811831,1344
140319260,1345
19763467,1346
578553133,1347
69835888,1348
1527491689,1349
23060198,1350
3163821282,1351
1003693212,1352
39362201,1353
289352032,1354
176007619,1355
331393536,1356
881183515,1357
1913613216,1358
1253258773,1359
2831262553,1360
920135732970188800,1361
922778421494628352,1362
903390710,1363
20569411,1364
81494110,1365
3010869025,1366
397726280,1367
111270936,1368
866816238692859909,1369
527280439,1370
56208014,1371
189137892,1372
2953233739,1373
1053901746,1374
327246006,1375
754230356803411968,1376
784923649472094210,1377
19911489,1378
20745180,1379
222363217,1380
14258273,1381
57871450,1382
59148397,1383
62419173,1384
2507263358,1385
869695080,1386
867745368,1387
23152434,1388
213903403,1389
927716103660363776,1390
530980768,1391
2893540242,1392
2471679367,1393
427111215,1394
1864341974,1395
2825178439,1396
60796864,1397
839260190897655808,1398
3031852397,1399
44528969,1400
1076490378,1401
3304980522,1402
37564808,1403
1627041102,1404
2981397804,1405
3259874816,1406
800572479030734849,1407
295547079,1408
1248012132,1409
188143601,1410
4218244638,1411
160394636,1412
22348129,1413
55819705,1414
59389707,1415
125336637,1416
1664432256,1417
21745838,1418
927422499167408135,1419
443573208,1420
545487875,1421
401340142,1422
401340107,1423
45349182,1424
706395138755399680,1425
33170318,1426
618921811,1427
62217116,1428
784998534240047104,1429
316796383,1430
599299335,1431
1840541953,1432
4415302272,1433
254438271,1434
309325348,1435
717976555,1436
2787364420,1437
3041780966,1438
3221035136,1439
24185209,1440
73182335,1441
1497241220,1442
548138485,1443
294776052,1444
159060632,1445
139092240,1446
759990534664364032,1447
109487732,1448
1072129524,1449
1664127164,1450
289207404,1451
826902370491654145,1452
44841838,1453
2781983760,1454
307671401,1455
328404332,1456
293950518,1457
14624190,1458
376454100,1459
859597549157601281,1460
585449610,1461
2991516460,1462
19542897,1463
31716458,1464
3014343613,1465
44104413,1466
253843359,1467
1426865454,1468
4718223936,1469
2538621912,1470
455322572,1471
1656691050,1472
16509444,1473
333878214,1474
848639270525046789,1475
2316787261,1476
802521771131813888,1477
1237740068,1478
913056378494738432,1479
850482234511458305,1480
3545757434,1481
629853183,1482
2178744548,1483
3104573497,1484
